humidity,light,temperature,occupancy
963,'OFF',22.0,1.0
964,'ON',22.0,1.0
965,'OFF',22.0,1.0
966,'ON',22.0,1.0
967,'ON',22.0,1.0
968,'ON',22.0,1.0
969,'ON',22.0,0.0
970,'ON',22.0,1.0
971,'ON',22.0,1.0
972,'ON',22.0,1.0
973,'ON',20.0,1.0
974,'OFF',22.0,1.0
975,'ON',22.0,1.0
976,'ON',22.0,1.0
977,'ON',20.0,1.0
978,'ON',22.0,1.0
979,'ON',22.0,1.0
980,'OFF',22.0,1.0
981,'ON',22.0,1.0
982,'ON',22.0,1.0
983,'ON',22.0,1.0
984,'ON',22.0,1.0
985,'ON',21.0,1.0
986,'ON',22.0,1.0
987,'ON',22.0,1.0
988,'ON',22.0,1.0
989,'ON',22.0,1.0
990,'ON',22.0,1.0
991,'ON',22.0,1.0
992,'ON',22.0,1.0
993,'ON',22.0,1.0
994,'ON',22.0,1.0
995,'ON',22.0,1.0
996,'ON',22.0,0.0
997,'ON',22.0,1.0
998,'ON',22.0,1.0
999,'ON',22.0,1.0
1000,'ON',22.0,1.0
1001,'OFF',22.0,1.0
1002,'ON',22.0,1.0
1003,'ON',22.0,1.0
1004,'ON',22.0,1.0
1005,'ON',22.0,1.0
1006,'ON',22.0,1.0
1007,'ON',22.0,1.0
1008,'ON',22.0,1.0
1009,'ON',22.0,1.0
1010,'ON',22.0,1.0
1011,'ON',22.0,1.0
1012,'ON',22.0,1.0
1013,'ON',22.0,1.0
1014,'ON',22.0,1.0
1015,'ON',22.0,1.0
1016,'ON',22.0,1.0
1017,'ON',22.0,1.0
1018,'ON',22.0,1.0
1019,'ON',22.0,1.0
1020,'ON',21.0,0.0
1021,'ON',21.0,0.0
1022,'ON',20.0,0.0
1023,'ON',21.0,0.0
1024,'ON',21.0,0.0
1025,'OFF',21.0,0.0
1026,'OFF',21.0,0.0
1027,'OFF',21.0,0.0
1028,'OFF',21.0,0.0
1029,'OFF',21.0,0.0
1030,'ON',21.0,0.0
1031,'OFF',21.0,0.0
1032,'OFF',21.0,0.0
1033,'OFF',21.0,0.0
1034,'OFF',21.0,0.0
1035,'OFF',21.0,0.0
1036,'OFF',21.0,0.0
1037,'OFF',21.0,0.0
1038,'OFF',21.0,0.0
1039,'OFF',21.0,0.0
1040,'OFF',21.0,0.0
1041,'OFF',21.0,0.0
1042,'OFF',21.0,0.0
1043,'OFF',22.0,0.0
1044,'OFF',21.0,0.0
1045,'OFF',21.0,0.0
1046,'OFF',21.0,0.0
1047,'OFF',21.0,0.0
1048,'OFF',21.0,0.0
1049,'OFF',21.0,0.0
1050,'OFF',21.0,0.0
1051,'OFF',21.0,0.0
1052,'OFF',21.0,0.0
1053,'OFF',21.0,0.0
1054,'OFF',21.0,0.0
1055,'OFF',21.0,0.0
1056,'OFF',21.0,0.0
1057,'OFF',21.0,0.0
1058,'OFF',21.0,0.0
1059,'OFF',21.0,1.0
1060,'OFF',21.0,0.0
1061,'OFF',22.0,0.0
1062,'OFF',21.0,0.0
1063,'OFF',21.0,1.0
1064,'OFF',21.0,0.0
1065,'OFF',21.0,0.0
1066,'OFF',21.0,0.0
1067,'OFF',21.0,0.0
1068,'OFF',21.0,0.0
1069,'OFF',21.0,0.0
1070,'ON',21.0,0.0
1071,'OFF',21.0,0.0
1072,'OFF',21.0,0.0
1073,'OFF',21.0,0.0
1074,'OFF',21.0,0.0
1075,'OFF',21.0,0.0
1076,'OFF',21.0,0.0
1077,'OFF',21.0,0.0
1078,'OFF',21.0,0.0
1079,'OFF',21.0,1.0
1080,'OFF',19.0,0.0
1081,'OFF',20.0,0.0
1082,'OFF',20.0,1.0
1083,'ON',20.0,0.0
1084,'OFF',20.0,0.0
1085,'OFF',20.0,0.0
1086,'OFF',20.0,0.0
1087,'OFF',20.0,0.0
1088,'OFF',20.0,0.0
1089,'OFF',20.0,0.0
1090,'OFF',19.0,0.0
1091,'OFF',20.0,0.0
1092,'OFF',20.0,0.0
1093,'OFF',20.0,0.0
1094,'OFF',20.0,0.0
1095,'OFF',20.0,0.0
1096,'OFF',20.0,0.0
1097,'OFF',20.0,0.0
1098,'OFF',20.0,0.0
1099,'OFF',22.0,0.0
1100,'OFF',20.0,0.0
1101,'OFF',20.0,0.0
1102,'OFF',20.0,0.0
1103,'OFF',20.0,0.0
1104,'OFF',20.0,0.0
1105,'OFF',20.0,0.0
1106,'OFF',20.0,0.0
1107,'OFF',20.0,0.0
1108,'OFF',20.0,0.0
1109,'OFF',20.0,0.0
1110,'OFF',20.0,0.0
1111,'OFF',20.0,0.0
1112,'OFF',20.0,0.0
1113,'OFF',20.0,0.0
1114,'OFF',20.0,0.0
1115,'OFF',20.0,0.0
1116,'OFF',20.0,0.0
1117,'OFF',20.0,0.0
1118,'OFF',20.0,0.0
1119,'OFF',20.0,0.0
1120,'OFF',20.0,0.0
1121,'OFF',20.0,0.0
1122,'OFF',20.0,0.0
1123,'OFF',20.0,0.0
1124,'OFF',20.0,0.0
1125,'OFF',20.0,0.0
1126,'OFF',20.0,0.0
1127,'OFF',20.0,0.0
1128,'ON',20.0,0.0
1129,'OFF',20.0,0.0
1130,'OFF',20.0,0.0
1131,'OFF',20.0,0.0
1132,'OFF',20.0,0.0
1133,'OFF',20.0,0.0
1134,'OFF',20.0,0.0
1135,'OFF',22.0,0.0
1136,'OFF',20.0,0.0
1137,'OFF',20.0,0.0
1138,'OFF',20.0,0.0
1139,'ON',20.0,0.0
1140,'OFF',19.0,0.0
1141,'OFF',19.0,0.0
1142,'OFF',19.0,0.0
1143,'ON',19.0,0.0
1144,'OFF',19.0,0.0
1145,'ON',19.0,0.0
1146,'OFF',19.0,1.0
1147,'OFF',19.0,0.0
1148,'OFF',19.0,0.0
1149,'OFF',19.0,0.0
1150,'OFF',19.0,0.0
1151,'OFF',19.0,0.0
1152,'OFF',19.0,0.0
1153,'OFF',19.0,0.0
1154,'OFF',19.0,0.0
1155,'OFF',19.0,0.0
1156,'OFF',19.0,0.0
1157,'OFF',19.0,0.0
1158,'OFF',19.0,0.0
1159,'OFF',19.0,0.0
1160,'OFF',19.0,0.0
1161,'OFF',19.0,1.0
1162,'OFF',19.0,0.0
1163,'OFF',19.0,0.0
1164,'OFF',19.0,0.0
1165,'OFF',21.0,0.0
1166,'OFF',19.0,0.0
1167,'OFF',19.0,0.0
1168,'OFF',19.0,0.0
1169,'OFF',19.0,0.0
1170,'OFF',19.0,0.0
1171,'OFF',19.0,0.0
1172,'OFF',19.0,0.0
1173,'ON',19.0,0.0
1174,'OFF',19.0,0.0
1175,'OFF',19.0,0.0
1176,'OFF',19.0,0.0
1177,'OFF',19.0,0.0
1178,'OFF',19.0,0.0
1179,'OFF',19.0,0.0
1180,'OFF',19.0,0.0
1181,'OFF',19.0,0.0
1182,'OFF',19.0,0.0
1183,'ON',19.0,0.0
1184,'OFF',19.0,0.0
1185,'OFF',19.0,0.0
1186,'OFF',19.0,0.0
1187,'OFF',19.0,0.0
1188,'OFF',19.0,0.0
1189,'OFF',19.0,1.0
1190,'OFF',19.0,0.0
1191,'OFF',19.0,0.0
1192,'OFF',19.0,0.0
1193,'OFF',19.0,0.0
1194,'OFF',19.0,0.0
1195,'OFF',19.0,0.0
1196,'OFF',19.0,0.0
1197,'OFF',19.0,0.0
1198,'OFF',19.0,0.0
1199,'OFF',21.0,0.0
1200,'OFF',19.0,0.0
1201,'OFF',19.0,0.0
1202,'OFF',19.0,0.0
1203,'OFF',19.0,1.0
1204,'OFF',19.0,0.0
1205,'OFF',19.0,0.0
1206,'OFF',19.0,0.0
1207,'OFF',19.0,0.0
1208,'OFF',19.0,0.0
1209,'OFF',19.0,0.0
1210,'OFF',19.0,0.0
1211,'OFF',21.0,0.0
1212,'OFF',19.0,0.0
1213,'OFF',20.0,0.0
1214,'OFF',19.0,0.0
1215,'OFF',19.0,0.0
1216,'OFF',19.0,0.0
1217,'OFF',19.0,0.0
1218,'OFF',19.0,0.0
1219,'OFF',19.0,0.0
1220,'OFF',19.0,0.0
1221,'OFF',19.0,0.0
1222,'OFF',19.0,0.0
1223,'OFF',19.0,0.0
1224,'OFF',19.0,0.0
1225,'OFF',19.0,0.0
1226,'OFF',19.0,0.0
1227,'OFF',19.0,0.0
1228,'OFF',19.0,0.0
1229,'OFF',19.0,0.0
1230,'OFF',19.0,0.0
1231,'OFF',19.0,0.0
1232,'OFF',19.0,0.0
1233,'OFF',19.0,0.0
1234,'OFF',19.0,0.0
1235,'OFF',19.0,0.0
1236,'OFF',19.0,1.0
1237,'OFF',19.0,0.0
1238,'OFF',19.0,0.0
1239,'OFF',19.0,0.0
1240,'OFF',19.0,0.0
1241,'OFF',19.0,0.0
1242,'OFF',19.0,0.0
1243,'OFF',19.0,0.0
1244,'OFF',19.0,0.0
1245,'ON',19.0,0.0
1246,'OFF',19.0,0.0
1247,'OFF',19.0,0.0
1248,'OFF',19.0,0.0
1249,'OFF',19.0,0.0
1250,'OFF',19.0,0.0
1251,'OFF',19.0,0.0
1252,'OFF',19.0,0.0
1253,'OFF',19.0,0.0
1254,'OFF',19.0,0.0
1255,'OFF',19.0,0.0
1256,'OFF',19.0,0.0
1257,'OFF',19.0,0.0
1258,'ON',19.0,0.0
1259,'OFF',19.0,0.0
1260,'OFF',19.0,1.0
1261,'OFF',19.0,0.0
1262,'OFF',19.0,0.0
1263,'OFF',19.0,0.0
1264,'OFF',19.0,0.0
1265,'OFF',19.0,0.0
1266,'OFF',19.0,1.0
1267,'OFF',19.0,0.0
1268,'OFF',19.0,1.0
1269,'OFF',19.0,0.0
1270,'OFF',19.0,0.0
1271,'OFF',19.0,0.0
1272,'ON',19.0,0.0
1273,'OFF',20.0,0.0
1274,'OFF',19.0,0.0
1275,'OFF',19.0,0.0
1276,'OFF',19.0,0.0
1277,'OFF',19.0,0.0
1278,'OFF',19.0,0.0
1279,'OFF',19.0,0.0
1280,'OFF',19.0,0.0
1281,'OFF',19.0,0.0
1282,'OFF',19.0,0.0
1283,'OFF',19.0,0.0
1284,'OFF',19.0,0.0
1285,'ON',19.0,0.0
1286,'OFF',19.0,0.0
1287,'OFF',19.0,0.0
1288,'OFF',19.0,0.0
1289,'OFF',19.0,0.0
1290,'OFF',19.0,0.0
1291,'OFF',19.0,0.0
1292,'OFF',19.0,0.0
1293,'OFF',19.0,0.0
1294,'OFF',19.0,0.0
1295,'ON',19.0,0.0
1296,'OFF',19.0,0.0
1297,'OFF',19.0,0.0
1298,'OFF',19.0,0.0
1299,'OFF',19.0,0.0
1300,'OFF',19.0,0.0
1301,'OFF',19.0,0.0
1302,'OFF',19.0,0.0
1303,'OFF',19.0,0.0
1304,'ON',19.0,0.0
1305,'OFF',19.0,0.0
1306,'OFF',19.0,0.0
1307,'OFF',19.0,0.0
1308,'OFF',19.0,0.0
1309,'OFF',19.0,0.0
1310,'ON',19.0,0.0
1311,'OFF',19.0,0.0
1312,'OFF',21.0,0.0
1313,'OFF',19.0,0.0
1314,'OFF',19.0,0.0
1315,'OFF',19.0,0.0
1316,'OFF',19.0,0.0
1317,'OFF',19.0,0.0
1318,'OFF',19.0,0.0
1319,'OFF',19.0,0.0
1320,'OFF',19.0,1.0
1321,'OFF',19.0,0.0
1322,'OFF',19.0,0.0
1323,'OFF',19.0,0.0
1324,'OFF',19.0,0.0
1325,'OFF',19.0,1.0
1326,'OFF',19.0,0.0
1327,'OFF',19.0,0.0
1328,'ON',19.0,0.0
1329,'OFF',19.0,0.0
1330,'OFF',19.0,0.0
1331,'OFF',19.0,0.0
1332,'OFF',19.0,0.0
1333,'OFF',19.0,0.0
1334,'OFF',19.0,0.0
1335,'OFF',19.0,0.0
1336,'OFF',19.0,0.0
1337,'OFF',19.0,1.0
1338,'OFF',19.0,0.0
1339,'OFF',19.0,1.0
1340,'OFF',19.0,0.0
1341,'OFF',19.0,0.0
1342,'OFF',19.0,0.0
1343,'OFF',19.0,0.0
1344,'OFF',19.0,0.0
1345,'OFF',19.0,0.0
1346,'OFF',19.0,0.0
1347,'OFF',19.0,0.0
1348,'OFF',19.0,0.0
1349,'OFF',19.0,0.0
1350,'ON',19.0,0.0
1351,'OFF',19.0,0.0
1352,'OFF',19.0,0.0
1353,'OFF',19.0,0.0
1354,'OFF',19.0,1.0
1355,'OFF',19.0,0.0
1356,'OFF',19.0,0.0
1357,'OFF',19.0,0.0
1358,'OFF',19.0,0.0
1359,'ON',19.0,0.0
1360,'OFF',19.0,0.0
1361,'OFF',19.0,0.0
1362,'OFF',19.0,0.0
1363,'OFF',19.0,0.0
1364,'OFF',19.0,0.0
1365,'OFF',19.0,0.0
1366,'OFF',19.0,0.0
1367,'OFF',19.0,0.0
1368,'OFF',19.0,0.0
1369,'OFF',19.0,0.0
1370,'OFF',19.0,0.0
1371,'OFF',19.0,0.0
1372,'OFF',19.0,0.0
1373,'OFF',19.0,0.0
1374,'OFF',19.0,0.0
1375,'OFF',19.0,0.0
1376,'OFF',19.0,0.0
1377,'OFF',19.0,0.0
1378,'ON',19.0,0.0
1379,'OFF',19.0,0.0
1380,'OFF',19.0,0.0
1381,'OFF',19.0,0.0
1382,'OFF',19.0,0.0
1383,'OFF',19.0,0.0
1384,'OFF',19.0,0.0
1385,'OFF',19.0,0.0
1386,'OFF',19.0,0.0
1387,'OFF',19.0,0.0
1388,'OFF',19.0,1.0
1389,'OFF',19.0,0.0
1390,'OFF',19.0,0.0
1391,'OFF',19.0,0.0
1392,'OFF',19.0,0.0
1393,'OFF',19.0,0.0
1394,'OFF',19.0,0.0
1395,'OFF',19.0,0.0
1396,'OFF',19.0,0.0
1397,'OFF',19.0,0.0
1398,'OFF',19.0,0.0
1399,'OFF',22.0,0.0
1400,'OFF',19.0,0.0
1401,'ON',19.0,1.0
1402,'OFF',19.0,0.0
1403,'OFF',19.0,0.0
1404,'OFF',19.0,0.0
1405,'OFF',19.0,0.0
1406,'OFF',19.0,0.0
1407,'OFF',19.0,0.0
1408,'OFF',19.0,0.0
1409,'OFF',19.0,0.0
1410,'OFF',19.0,0.0
1411,'OFF',19.0,0.0
1412,'OFF',19.0,0.0
1413,'OFF',19.0,0.0
1414,'OFF',19.0,0.0
1415,'OFF',19.0,0.0
1416,'OFF',19.0,0.0
1417,'ON',19.0,0.0
1418,'OFF',19.0,0.0
1419,'OFF',19.0,0.0
1420,'OFF',19.0,0.0
1421,'OFF',19.0,0.0
1422,'OFF',19.0,0.0
1423,'OFF',19.0,0.0
1424,'OFF',19.0,0.0
1425,'OFF',19.0,0.0
1426,'OFF',19.0,0.0
1427,'OFF',19.0,0.0
1428,'OFF',19.0,0.0
1429,'OFF',19.0,0.0
1430,'OFF',19.0,0.0
1431,'OFF',19.0,0.0
1432,'OFF',19.0,0.0
1433,'OFF',19.0,0.0
1434,'OFF',19.0,0.0
1435,'OFF',19.0,0.0
1436,'OFF',19.0,0.0
1437,'OFF',19.0,0.0
1438,'OFF',19.0,0.0
1439,'OFF',19.0,0.0
1440,'OFF',19.0,0.0
1441,'OFF',19.0,0.0
1442,'OFF',19.0,0.0
1443,'OFF',19.0,0.0
1444,'OFF',19.0,0.0
1445,'OFF',19.0,0.0
1446,'OFF',19.0,0.0
1447,'OFF',19.0,0.0
1448,'OFF',19.0,0.0
1449,'OFF',19.0,0.0
1450,'OFF',19.0,0.0
1451,'OFF',19.0,0.0
1452,'OFF',19.0,0.0
1453,'OFF',19.0,0.0
1454,'OFF',19.0,0.0
1455,'OFF',19.0,0.0
1456,'OFF',19.0,0.0
1457,'OFF',19.0,0.0
1458,'OFF',19.0,0.0
1459,'OFF',20.0,0.0
1460,'OFF',19.0,0.0
1461,'OFF',19.0,0.0
1462,'OFF',19.0,1.0
1463,'ON',19.0,0.0
1464,'OFF',19.0,0.0
1465,'OFF',19.0,0.0
1466,'ON',19.0,0.0
1467,'OFF',19.0,0.0
1468,'OFF',19.0,0.0
1469,'ON',19.0,0.0
1470,'OFF',19.0,0.0
1471,'OFF',19.0,0.0
1472,'OFF',19.0,0.0
1473,'OFF',19.0,0.0
1474,'OFF',19.0,0.0
1475,'OFF',19.0,0.0
1476,'OFF',19.0,0.0
1477,'OFF',19.0,0.0
1478,'OFF',19.0,0.0
1479,'OFF',19.0,0.0
1480,'OFF',19.0,0.0
1481,'OFF',19.0,0.0
1482,'OFF',19.0,0.0
1483,'OFF',19.0,0.0
1484,'OFF',19.0,0.0
1485,'OFF',19.0,0.0
1486,'OFF',19.0,0.0
1487,'OFF',19.0,0.0
1488,'OFF',19.0,0.0
1489,'OFF',19.0,0.0
1490,'OFF',19.0,0.0
1491,'OFF',19.0,0.0
1492,'OFF',19.0,0.0
1493,'OFF',19.0,0.0
1494,'OFF',19.0,0.0
1495,'OFF',19.0,0.0
1496,'OFF',19.0,0.0
1497,'OFF',19.0,0.0
1498,'OFF',19.0,0.0
1499,'OFF',19.0,0.0
1500,'OFF',19.0,0.0
1501,'OFF',19.0,0.0
1502,'OFF',19.0,0.0
1503,'OFF',19.0,0.0
1504,'OFF',21.0,0.0
1505,'OFF',19.0,0.0
1506,'OFF',19.0,0.0
1507,'OFF',19.0,0.0
1508,'OFF',19.0,0.0
1509,'OFF',19.0,0.0
1510,'OFF',19.0,0.0
1511,'OFF',19.0,0.0
1512,'OFF',19.0,0.0
1513,'OFF',19.0,0.0
1514,'OFF',19.0,0.0
1515,'OFF',19.0,1.0
1516,'OFF',19.0,0.0
1517,'OFF',19.0,0.0
1518,'OFF',19.0,0.0
1519,'OFF',19.0,0.0
1520,'OFF',19.0,0.0
1521,'OFF',19.0,0.0
1522,'OFF',19.0,0.0
1523,'OFF',19.0,0.0
1524,'OFF',19.0,0.0
1525,'OFF',19.0,0.0
1526,'OFF',19.0,0.0
1527,'OFF',19.0,1.0
1528,'OFF',19.0,0.0
1529,'OFF',19.0,0.0
1530,'OFF',19.0,0.0
1531,'OFF',21.0,0.0
1532,'ON',19.0,0.0
1533,'OFF',19.0,0.0
1534,'OFF',19.0,0.0
1535,'OFF',19.0,0.0
1536,'OFF',20.0,0.0
1537,'OFF',19.0,0.0
1538,'OFF',19.0,0.0
1539,'OFF',19.0,0.0
1540,'OFF',19.0,0.0
1541,'ON',19.0,0.0
1542,'OFF',19.0,0.0
1543,'OFF',19.0,0.0
1544,'OFF',19.0,0.0
1545,'OFF',19.0,0.0
1546,'OFF',19.0,0.0
1547,'OFF',19.0,0.0
1548,'OFF',20.0,0.0
1549,'OFF',19.0,0.0
1550,'OFF',19.0,0.0
1551,'OFF',19.0,0.0
1552,'OFF',19.0,0.0
1553,'OFF',19.0,0.0
1554,'OFF',19.0,0.0
1555,'OFF',19.0,0.0
1556,'OFF',19.0,0.0
1557,'OFF',19.0,0.0
1558,'OFF',19.0,0.0
1559,'OFF',19.0,0.0
1560,'OFF',19.0,0.0
1561,'OFF',19.0,0.0
1562,'OFF',19.0,0.0
1563,'OFF',19.0,0.0
1564,'OFF',19.0,0.0
1565,'OFF',19.0,0.0
1566,'OFF',19.0,1.0
1567,'OFF',20.0,0.0
1568,'OFF',19.0,0.0
1569,'OFF',19.0,0.0
1570,'OFF',19.0,0.0
1571,'OFF',19.0,0.0
1572,'OFF',19.0,0.0
1573,'OFF',19.0,0.0
1574,'OFF',19.0,0.0
1575,'OFF',22.0,0.0
1576,'OFF',20.0,0.0
1577,'OFF',19.0,0.0
1578,'ON',19.0,0.0
1579,'OFF',19.0,0.0
1580,'OFF',19.0,0.0
1581,'OFF',19.0,0.0
1582,'OFF',19.0,0.0
1583,'OFF',19.0,0.0
1584,'OFF',19.0,0.0
1585,'OFF',19.0,0.0
1586,'OFF',19.0,0.0
1587,'OFF',19.0,0.0
1588,'OFF',19.0,0.0
1589,'OFF',19.0,1.0
1590,'OFF',19.0,0.0
1591,'OFF',19.0,0.0
1592,'OFF',19.0,0.0
1593,'OFF',19.0,0.0
1594,'OFF',19.0,0.0
1595,'OFF',19.0,0.0
1596,'OFF',19.0,0.0
1597,'OFF',19.0,0.0
1598,'ON',19.0,0.0
1599,'OFF',19.0,0.0
1600,'OFF',19.0,0.0
1601,'OFF',19.0,0.0
1602,'OFF',19.0,0.0
1603,'ON',19.0,0.0
1604,'OFF',19.0,0.0
1605,'OFF',19.0,0.0
1606,'OFF',19.0,0.0
1607,'OFF',19.0,0.0
1608,'OFF',19.0,0.0
1609,'OFF',19.0,0.0
1610,'OFF',19.0,0.0
1611,'OFF',19.0,0.0
1612,'OFF',19.0,0.0
1613,'ON',19.0,0.0
1614,'OFF',19.0,0.0
1615,'OFF',19.0,0.0
1616,'OFF',19.0,0.0
1617,'OFF',19.0,0.0
1618,'OFF',19.0,0.0
1619,'OFF',19.0,0.0
1620,'OFF',19.0,0.0
1621,'OFF',19.0,0.0
1622,'OFF',19.0,0.0
1623,'OFF',19.0,0.0
1624,'OFF',19.0,0.0
1625,'OFF',19.0,0.0
1626,'OFF',19.0,0.0
1627,'OFF',19.0,0.0
1628,'OFF',19.0,1.0
1629,'OFF',19.0,0.0
1630,'OFF',19.0,0.0
1631,'OFF',19.0,0.0
1632,'OFF',19.0,0.0
1633,'ON',19.0,0.0
1634,'OFF',19.0,0.0
1635,'OFF',19.0,0.0
1636,'OFF',19.0,0.0
1637,'OFF',19.0,0.0
1638,'OFF',19.0,0.0
1639,'OFF',19.0,0.0
1640,'OFF',19.0,0.0
1641,'OFF',22.0,0.0
1642,'OFF',19.0,0.0
1643,'OFF',19.0,0.0
1644,'OFF',19.0,1.0
1645,'OFF',19.0,0.0
1646,'OFF',19.0,0.0
1647,'OFF',19.0,0.0
1648,'OFF',19.0,0.0
1649,'OFF',19.0,0.0
1650,'OFF',19.0,0.0
1651,'OFF',19.0,0.0
1652,'OFF',19.0,0.0
1653,'OFF',19.0,1.0
1654,'OFF',19.0,0.0
1655,'OFF',19.0,0.0
1656,'OFF',19.0,0.0
1657,'ON',19.0,0.0
1658,'OFF',19.0,0.0
1659,'OFF',19.0,0.0
1660,'OFF',19.0,0.0
1661,'OFF',19.0,0.0
1662,'OFF',19.0,0.0
1663,'OFF',19.0,0.0
1664,'OFF',19.0,0.0
1665,'OFF',19.0,0.0
1666,'OFF',19.0,0.0
1667,'OFF',19.0,0.0
1668,'OFF',19.0,0.0
1669,'OFF',19.0,0.0
1670,'OFF',19.0,0.0
1671,'OFF',19.0,0.0
1672,'OFF',19.0,0.0
1673,'OFF',19.0,0.0
1674,'OFF',19.0,0.0
1675,'OFF',19.0,0.0
1676,'OFF',19.0,0.0
1677,'OFF',19.0,0.0
1678,'OFF',19.0,0.0
1679,'OFF',19.0,0.0
1680,'OFF',19.0,0.0
1681,'ON',19.0,0.0
1682,'OFF',19.0,0.0
1683,'OFF',21.0,0.0
1684,'OFF',19.0,0.0
1685,'OFF',19.0,0.0
1686,'OFF',19.0,0.0
1687,'OFF',19.0,0.0
1688,'OFF',19.0,0.0
1689,'OFF',19.0,0.0
1690,'OFF',19.0,0.0
1691,'OFF',19.0,0.0
1692,'OFF',19.0,0.0
1693,'OFF',19.0,0.0
1694,'OFF',19.0,0.0
1695,'OFF',19.0,0.0
1696,'OFF',19.0,0.0
1697,'OFF',19.0,0.0
1698,'OFF',19.0,0.0
1699,'OFF',19.0,0.0
1700,'OFF',19.0,0.0
1701,'OFF',19.0,0.0
1702,'OFF',19.0,0.0
1703,'OFF',19.0,0.0
1704,'OFF',19.0,0.0
1705,'OFF',19.0,0.0
1706,'OFF',19.0,0.0
1707,'OFF',19.0,0.0
1708,'OFF',19.0,0.0
1709,'OFF',19.0,0.0
1710,'OFF',19.0,0.0
1711,'OFF',19.0,0.0
1712,'OFF',19.0,0.0
1713,'ON',19.0,0.0
1714,'OFF',19.0,0.0
1715,'ON',19.0,0.0
1716,'OFF',19.0,0.0
1717,'OFF',19.0,0.0
1718,'OFF',19.0,0.0
1719,'OFF',19.0,0.0
1720,'OFF',19.0,0.0
1721,'OFF',19.0,0.0
1722,'OFF',19.0,0.0
1723,'OFF',19.0,0.0
1724,'OFF',19.0,0.0
1725,'OFF',19.0,0.0
1726,'OFF',19.0,0.0
1727,'OFF',19.0,0.0
1728,'OFF',19.0,0.0
1729,'OFF',19.0,0.0
1730,'OFF',19.0,0.0
1731,'OFF',19.0,0.0
1732,'ON',19.0,0.0
1733,'OFF',19.0,0.0
1734,'OFF',21.0,0.0
1735,'OFF',21.0,0.0
1736,'OFF',19.0,0.0
1737,'OFF',19.0,0.0
1738,'OFF',21.0,0.0
1739,'OFF',19.0,0.0
1740,'OFF',19.0,0.0
1741,'OFF',19.0,0.0
1742,'OFF',19.0,0.0
1743,'OFF',19.0,0.0
1744,'OFF',19.0,0.0
1745,'OFF',19.0,0.0
1746,'OFF',19.0,0.0
1747,'OFF',19.0,0.0
1748,'OFF',19.0,0.0
1749,'OFF',19.0,0.0
1750,'OFF',19.0,1.0
1751,'OFF',19.0,0.0
1752,'OFF',19.0,0.0
1753,'OFF',19.0,0.0
1754,'OFF',19.0,0.0
1755,'OFF',19.0,0.0
1756,'OFF',19.0,0.0
1757,'OFF',19.0,0.0
1758,'OFF',21.0,0.0
1759,'ON',19.0,0.0
1760,'OFF',19.0,0.0
1761,'OFF',19.0,0.0
1762,'OFF',19.0,0.0
1763,'OFF',19.0,0.0
1764,'OFF',19.0,0.0
1765,'OFF',19.0,0.0
1766,'OFF',19.0,0.0
1767,'OFF',19.0,0.0
1768,'OFF',19.0,0.0
1769,'OFF',19.0,0.0
1770,'OFF',19.0,0.0
1771,'OFF',19.0,0.0
1772,'OFF',19.0,0.0
1773,'OFF',19.0,0.0
1774,'OFF',19.0,0.0
1775,'OFF',19.0,0.0
1776,'OFF',19.0,0.0
1777,'OFF',19.0,0.0
1778,'OFF',19.0,0.0
1779,'OFF',19.0,0.0
1780,'OFF',19.0,0.0
1781,'OFF',19.0,0.0
1782,'OFF',19.0,0.0
1783,'OFF',19.0,0.0
1784,'OFF',19.0,0.0
1785,'OFF',20.0,0.0
1786,'ON',19.0,0.0
1787,'ON',19.0,0.0
1788,'OFF',19.0,0.0
1789,'OFF',19.0,0.0
1790,'OFF',19.0,0.0
1791,'OFF',21.0,0.0
1792,'OFF',22.0,0.0
1793,'OFF',19.0,0.0
1794,'OFF',21.0,0.0
1795,'OFF',19.0,0.0
1796,'OFF',19.0,0.0
1797,'OFF',19.0,0.0
1798,'OFF',19.0,0.0
1799,'ON',19.0,0.0
1800,'OFF',19.0,0.0
1801,'OFF',19.0,0.0
1802,'OFF',19.0,0.0
1803,'OFF',19.0,0.0
1804,'OFF',19.0,0.0
1805,'OFF',19.0,0.0
1806,'OFF',19.0,0.0
1807,'OFF',19.0,0.0
1808,'OFF',19.0,0.0
1809,'OFF',19.0,0.0
1810,'OFF',19.0,0.0
1811,'OFF',19.0,0.0
1812,'OFF',19.0,0.0
1813,'OFF',19.0,0.0
1814,'OFF',19.0,0.0
1815,'OFF',19.0,0.0
1816,'OFF',19.0,0.0
1817,'OFF',19.0,0.0
1818,'OFF',19.0,0.0
1819,'OFF',20.0,0.0
1820,'OFF',19.0,0.0
1821,'OFF',19.0,0.0
1822,'OFF',21.0,0.0
1823,'OFF',21.0,0.0
1824,'OFF',19.0,0.0
1825,'OFF',19.0,0.0
1826,'OFF',19.0,0.0
1827,'OFF',19.0,0.0
1828,'OFF',19.0,0.0
1829,'OFF',19.0,0.0
1830,'OFF',21.0,0.0
1831,'OFF',19.0,0.0
1832,'OFF',19.0,0.0
1833,'ON',19.0,0.0
1834,'OFF',19.0,0.0
1835,'OFF',19.0,0.0
1836,'OFF',19.0,0.0
1837,'OFF',19.0,0.0
1838,'OFF',19.0,0.0
1839,'OFF',19.0,0.0
1840,'OFF',19.0,1.0
1841,'OFF',19.0,0.0
1842,'OFF',19.0,0.0
1843,'OFF',19.0,0.0
1844,'OFF',19.0,0.0
